UserComments,PercentageSimilarity,MediaItems,IsRecentlyVerified,DateLastVerified,ID,UUID,ParentChargePointID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageTypeID,UsageCost,Connections,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,DateLastStatusUpdate,MetadataValues,DataQualityLevel,DateCreated,SubmissionStatusTypeID,DataProvider.WebsiteURL,DataProvider.Comments,DataProvider.DataProviderStatusType.IsProviderEnabled,DataProvider.DataProviderStatusType.ID,DataProvider.DataProviderStatusType.Title,DataProvider.IsRestrictedEdit,DataProvider.IsOpenDataLicensed,DataProvider.IsApprovedImport,DataProvider.License,DataProvider.DateLastImported,DataProvider.ID,DataProvider.Title,OperatorInfo.WebsiteURL,OperatorInfo.Comments,OperatorInfo.PhonePrimaryContact,OperatorInfo.PhoneSecondaryContact,OperatorInfo.IsPrivateIndividual,OperatorInfo.AddressInfo,OperatorInfo.BookingURL,OperatorInfo.ContactEmail,OperatorInfo.FaultReportEmail,OperatorInfo.IsRestrictedEdit,OperatorInfo.ID,OperatorInfo.Title,UsageType.IsPayAtLocation,UsageType.IsMembershipRequired,UsageType.IsAccessKeyRequired,UsageType.ID,UsageType.Title,StatusType.IsOperational,StatusType.IsUserSelectable,StatusType.ID,StatusType.Title,SubmissionStatus.IsLive,SubmissionStatus.ID,SubmissionStatus.Title,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.AddressLine2,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Country.ISOCode,AddressInfo.Country.ContinentCode,AddressInfo.Country.ID,AddressInfo.Country.Title,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.ContactEmail,AddressInfo.AccessComments,AddressInfo.RelatedURL,AddressInfo.Distance,AddressInfo.DistanceUnit,StatusType,OperatorInfo,UsageType
,,,True,2025-06-03T10:16:00Z,313015,F69FB06C-C43F-4C61-9DC3-DB5794DD08EB,,1,,3812.0,,4.0,,"[{'ID': 603130, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '3268; 3269; 3270', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 3, 'Comments': None}]",3.0,,,,50.0,2025-06-03T10:16:00Z,,1,2025-06-03T10:16:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://gevtopup.com/,,+353 01 901 2636,,False,,,,,False,3812.0,GEV Top Up (IE),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313404,Beechdale Garden Centre,R730,,,Co. Wexford,,3,IE,EU,3,Ireland,52.46072827561346,-6.687719543417359,,,,,,,0,,,
,,,True,2025-06-03T10:12:00Z,313014,21700E47-374D-4C17-B3ED-380801F54851,,1,,3812.0,,4.0,,"[{'ID': 603129, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '3264; 3265', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 7.2, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 2, 'Comments': ''}]",2.0,,,,50.0,2025-06-03T10:12:00Z,,1,2025-06-03T10:12:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://gevtopup.com/,,+353 01 901 2636,,False,,,,,False,3812.0,GEV Top Up (IE),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313403,Clermont House,Newrath,,Rathnew,Co. Wicklow,,3,IE,EU,3,Ireland,52.999478383110784,-6.082089670333005,,,,,,,0,,,
,,,True,2025-06-02T09:47:00Z,312985,241EF947-DC6E-47DF-85A0-B171E7772961,,1,,3810.0,,6.0,,"[{'ID': 603074, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': 11, 'Comments': None}]",11.0,,,,50.0,2025-06-02T09:47:00Z,,1,2025-06-02T09:47:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://pinergy.ie/power-up,,,,False,,,,,False,3810.0,Pinergy (IE),False,False,False,6.0,"Private - For Staff, Visitors or Customers",True,True,50.0,Operational,True,200,Submission Published,313374,Brickfield Square,Brickfield Dr,,Drimnagh,,Dublin 12,3,IE,EU,3,Ireland,53.32993389629141,-6.304260722916013,,,,,,,0,,,
,,,True,2025-06-02T09:41:00Z,312984,61939409-5B05-4962-8883-A2D6224C07D5,,1,,3810.0,,6.0,,"[{'ID': 603073, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '4455; 9535', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 7.4, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 2, 'Comments': None}]",2.0,,,,50.0,2025-06-02T09:41:00Z,,1,2025-06-02T09:41:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://pinergy.ie/power-up,,,,False,,,,,False,3810.0,Pinergy (IE),False,False,False,6.0,"Private - For Staff, Visitors or Customers",True,True,50.0,Operational,True,200,Submission Published,313373,The Pines,Scholarstown Rd,,Newtown,,Dublin 16,3,IE,EU,3,Ireland,53.27750274117005,-6.308407828635495,,,,,,,0,,,
,,,True,2025-05-30T05:59:00Z,312940,24703231-680D-430D-A73A-ECD66F28F3CE,,1,,3578.0,,4.0,,"[{'ID': 602997, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': 'WPC473; WPC474', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 7, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 2, 'Comments': None}]",2.0,,,,50.0,2025-05-30T05:59:00Z,,1,2025-05-30T05:59:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://weev.ie/,,+44 29 9031 3031,,False,,,hello@weev.ie,,False,3578.0,Weev,False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313329,Tara Glen Golf & Country Club,Tara Glen,,Ballymoney,Co. Wexford,,3,IE,EU,3,Ireland,52.666753108690415,-6.211077808554336,,,,,,,0,,,
,,,True,2025-05-27T19:01:00Z,312937,0444AC5D-19D5-49C2-BB5F-CEF6B2C2159D,,1,,3754.0,,6.0,,"[{'ID': 602986, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 30, 'Comments': None}]",30.0,,,,50.0,2025-05-27T19:01:00Z,,1,2025-05-27T19:01:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.smappee.com/,,,,False,,,,,False,3754.0,Smappee,False,False,False,6.0,"Private - For Staff, Visitors or Customers",True,True,50.0,Operational,True,200,Submission Published,313326,Integer,Parkmore East Business Park,,,Co. Galway,,3,IE,EU,3,Ireland,53.30440995589302,-8.985527626135877,,,,,,,0,,,
,,,True,2025-05-27T18:50:00Z,312936,39153F07-E787-4F85-A0ED-6E412F3BD035,,1,,3754.0,,4.0,,"[{'ID': 602985, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 2, 'Comments': None}]",2.0,,,,50.0,2025-05-27T18:50:00Z,,1,2025-05-27T18:50:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.smappee.com/,,,,False,,,,,False,3754.0,Smappee,False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313325,The Hive,Dublin Rd,,Carrick on Shannon,Co. Leitrim,,3,IE,EU,3,Ireland,53.94591528143803,-8.075517787965254,,,,,,,0,,,
,,,True,2025-05-27T18:46:00Z,312935,6D10DF62-8158-434C-8D4B-9A415C32DD8E,,1,,3754.0,,4.0,,"[{'ID': 602984, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 4, 'Comments': None}]",4.0,,,,50.0,2025-05-27T18:46:00Z,,1,2025-05-27T18:46:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.smappee.com/,,,,False,,,,,False,3754.0,Smappee,False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313324,Kiernan Milling,R194,,Granard,Co. Longford,,3,IE,EU,3,Ireland,53.77324303941381,-7.523546241915938,,,,,,,0,,,
,,,True,2025-05-27T18:39:00Z,312934,C8A1ABBB-C2FD-44D2-B7E1-6CEC4063A123,,1,,1241.0,,4.0,,"[{'ID': 602982, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 50, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': None}, {'ID': 602983, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 2, 'Comments': None}]",4.0,,,,50.0,2025-05-27T18:39:00Z,,1,2025-05-27T18:39:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://easygo.ie/,,,,False,,,,,False,1241.0,EasyGO (IE),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313323,Barrack Lane,Barrack Ln,,Granard,Co. Longford,,3,IE,EU,3,Ireland,53.77893984568354,-7.4949601846527685,,,,,,,0,,,
,,,True,2025-05-27T18:31:00Z,312933,CA5C4A5A-780E-41FE-B4F1-B213F73F816E,,1,,3754.0,,4.0,,"[{'ID': 602981, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 2, 'Comments': None}]",2.0,,,,50.0,2025-05-27T18:31:00Z,,1,2025-05-27T18:31:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.smappee.com/,,,,False,,,,,False,3754.0,Smappee,False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,313322,Donegal Boardwalk Resort,Glenree,,Carrigart,Co. Donegal,,3,IE,EU,3,Ireland,55.149279601872536,-7.83784730748846,,,,,,,0,,,
