UserComments,PercentageSimilarity,MediaItems,IsRecentlyVerified,DateLastVerified,ID,UUID,ParentChargePointID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageTypeID,UsageCost,Connections,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,DateLastStatusUpdate,MetadataValues,DataQualityLevel,DateCreated,SubmissionStatusTypeID,DataProvider.WebsiteURL,DataProvider.Comments,DataProvider.DataProviderStatusType.IsProviderEnabled,DataProvider.DataProviderStatusType.ID,DataProvider.DataProviderStatusType.Title,DataProvider.IsRestrictedEdit,DataProvider.IsOpenDataLicensed,DataProvider.IsApprovedImport,DataProvider.License,DataProvider.DateLastImported,DataProvider.ID,DataProvider.Title,OperatorInfo.WebsiteURL,OperatorInfo.Comments,OperatorInfo.PhonePrimaryContact,OperatorInfo.PhoneSecondaryContact,OperatorInfo.IsPrivateIndividual,OperatorInfo.AddressInfo,OperatorInfo.BookingURL,OperatorInfo.ContactEmail,OperatorInfo.FaultReportEmail,OperatorInfo.IsRestrictedEdit,OperatorInfo.ID,OperatorInfo.Title,UsageType.IsPayAtLocation,UsageType.IsMembershipRequired,UsageType.IsAccessKeyRequired,UsageType.ID,UsageType.Title,StatusType.IsOperational,StatusType.IsUserSelectable,StatusType.ID,StatusType.Title,SubmissionStatus.IsLive,SubmissionStatus.ID,SubmissionStatus.Title,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.AddressLine2,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Country.ISOCode,AddressInfo.Country.ContinentCode,AddressInfo.Country.ID,AddressInfo.Country.Title,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.ContactEmail,AddressInfo.AccessComments,AddressInfo.RelatedURL,AddressInfo.Distance,AddressInfo.DistanceUnit,OperatorInfo
,,,True,2025-05-23T17:54:00Z,312713,15898A57-FE91-45DB-B623-E7A820BE432B,,1,,3422.0,,4,,"[{'ID': 602469, 'ConnectionTypeID': 0, 'ConnectionType': {'FormalName': 'Not Specified', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 0, 'Title': 'Unknown'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 300, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': 4, 'Comments': None}]",2.0,,,,50,2025-05-23T17:54:00Z,,1,2025-05-20T17:53:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.eondrive.ro/,,,,False,,,,,False,3422.0,eondrive.ro,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,313102,Statie Penny Blaga,Lucian Blaga 35 B,,Satu Mare,Satu Mare,447230,184,RO,EU,184,Romania,47.77754872151357,22.88316162914313,,,,,,,0,
,,,True,2025-03-24T01:34:00Z,311347,5AC35091-9BC8-4532-9F4C-18B712C640F8,,37,bc680370-0914-4094-9152-f17f84a97ee2,3843.0,,4,,"[{'ID': 599970, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:34:00Z,,1,2025-03-24T01:34:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311736,Baia Mare - Strada Minerilor,Strada Minerilor 11,,Baia Mare,,,184,RO,EU,184,Romania,47.66257203,23.58221105,,,,,,,0,
,,,True,2025-03-24T01:34:00Z,311346,24F9905E-1CE8-4787-B62C-7713820886E4,,37,6e711da7-6008-4f3a-88bb-0b46adbcaf7b,3843.0,,4,,"[{'ID': 599967, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599968, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599969, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:34:00Z,,1,2025-03-24T01:34:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311735,I.L Caragiale Baia Mare,I L Caragiale 2,,Baia Mare,,,184,RO,EU,184,Romania,47.659283,23.557644,,,,,,,0,
,,,True,2025-03-24T01:34:00Z,311345,CA07F0E8-646D-4440-8A8C-BD1D2D0A6F1B,,37,772a8046-20cd-4083-87c7-8f40b78d258b,3843.0,,4,,"[{'ID': 599964, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599965, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599966, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:34:00Z,,1,2025-03-24T01:34:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311734,Culturii Baia Mare,Strada Culturii 1,,Baia Mare,,,184,RO,EU,184,Romania,47.657911,23.571108,,,,,,,0,
,,,True,2025-03-24T01:34:00Z,311344,7F43E24D-817C-4140-835A-3DBF57E7BEF9,,37,b97edfb1-4146-4a50-aa01-f7d514a5cee2,3843.0,,4,,"[{'ID': 599961, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599962, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599963, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:34:00Z,,1,2025-03-24T01:34:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311733,Buleavardul Unirii 5 Baia Mare,Unirii 5,,Baia Mare,,,184,RO,EU,184,Romania,47.654966,23.567774,,,,,,,0,
,,,True,2025-03-24T01:34:00Z,311343,2C58C882-9935-49F5-92A0-03159C226D79,,37,e1ab26e0-64e6-4a56-8612-9a59fa4d540f,3843.0,,4,,"[{'ID': 599960, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:34:00Z,,1,2025-03-24T01:34:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311732,Baia Mare - Bulevardul Decebal,Bulevardul Decebal 2,,Baia Mare,,,184,RO,EU,184,Romania,47.65089228,23.54961695,,,,,,,0,
,,,True,2025-03-24T01:33:00Z,311342,DE55FA64-93F3-4F81-8445-FD2964CC4319,,37,7ecee612-ee75-4295-9338-80fd71b970b7,3843.0,,4,,"[{'ID': 599951, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 100, 'StatusType': {'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599952, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 100, 'StatusType': {'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599953, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 100, 'StatusType': {'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599954, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599955, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599956, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599957, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 100, 'StatusType': {'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599958, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 100, 'StatusType': {'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599959, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 100, 'StatusType': {'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,100,2025-03-24T01:33:00Z,,1,2025-03-24T01:33:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,False,True,100,Not Operational,True,200,Submission Published,311731,Casa Auto Iasi,Șoseaua Păcurari 177,,Iasi,,,184,RO,EU,184,Romania,47.174444,27.499722,,,,,,,0,
,,,True,2025-03-24T01:33:00Z,311341,86177A63-D924-44E9-94A7-DBF71C58C500,,37,d1d2b790-4cc2-4160-a20b-4c795eea81d1,3843.0,,4,,"[{'ID': 599949, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599950, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:33:00Z,,1,2025-03-24T01:33:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311730,IDEO IASI,"Șoseaua Păcurari 137, Iași 700545, Romania",,Iasi,,,184,RO,EU,184,Romania,47.17308677,27.52282256,,,,,,,0,
,,,True,2025-03-24T01:33:00Z,311340,64A2F076-599D-43E8-BE12-07902EEFA249,,37,0f9c2c25-89d3-47f4-b827-5706f8ba09ec,3843.0,,4,,"[{'ID': 599946, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599947, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599948, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:33:00Z,,1,2025-03-24T01:33:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311729,Oradea Strada Tudor Vladimirescu,Strada Tudor Vladimirescu,,Oradea,,,184,RO,EU,184,Romania,47.057789,21.925425,,,,,,,0,
,,,True,2025-03-24T01:33:00Z,311339,2EC16E15-94CF-4C13-90F7-EFC58AB04096,,37,91405369-eac6-48a3-933c-04cd845e9ca2,3843.0,,4,,"[{'ID': 599943, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599944, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': '2', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 599945, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",,,,,50,2025-03-24T01:33:00Z,,1,2025-03-24T01:33:00Z,200,https://evozone.app,OCPI with Data Sharing Agreement,True,30,Partially Automated (Ad-Hoc Import),True,True,False,Licensed under CC0  by data sharing agreement,2025-03-24T01:33:35.93Z,37,Voltrelli,https://evconnect.ro/,,+40374421800,,False,,,,,False,3843.0,Voltrelli (RO),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,311728,Oradea Parcul Traian,Parcul Traian,,Oradea,,,184,RO,EU,184,Romania,47.057639,21.936097,,,,,,,0,
